epiweek,uf_code,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201432,53,0,15.5571571428571,21.6832428571429,28.0853285714286,0,0.002,0.0075,0.8912,0.892957142857143,0.894942857142857,21.9906142857143,38.4198571428571,56.8039142857143,12.5281714285714,0
201433,53,1,14.1692857142857,20.0539,26.4136,0,0.003,0.0078,0.891171428571429,0.892528571428571,0.894371428571429,25.7366714285714,41.9539857142857,60.0328571428571,12.2443142857143,0
201434,53,0,15.4009857142857,22.1506571428571,28.8414857142857,0,0.0024,0.0094,0.889514285714286,0.891285714285714,0.893057142857143,20.7233428571429,36.8529,56.3142571428571,13.4405,0
201435,53,1,17.7002857142857,23.5596142857143,29.5234142857143,0,0.0015,0.004,0.8897,0.891328571428571,0.893342857142857,21.0317571428571,35.2770285714286,51.2563,11.8231285714286,0
201436,53,1,17.9899571428571,24.0611142857143,30.0861285714286,0,0.0032,0.0096,0.889685714285714,0.891414285714286,0.8934,19.8911,33.3656,49.9226142857143,12.0961714285714,0
201437,53,0,17.2668857142857,24.3493857142857,31.2612428571429,0,0.0042,0.0104,0.888171428571429,0.889828571428571,0.891657142857143,16.2294,30.2663428571429,46.7804,13.9943571428571,0
201438,53,1,18.6524428571429,24.8862428571429,30.8624428571429,0,0.0027,0.0096,0.887371428571429,0.889428571428571,0.891614285714286,20.7649285714286,33.3597285714286,50.0053,12.21,0
201439,53,0,20.9871714285714,25.8880428571429,31.1404571428571,0.4503,8.5368,21.559,0.8846,0.886571428571429,0.888742857142857,33.5275428571429,51.5689571428571,69.6218428571429,10.1532857142857,4
201440,53,3,20.8951428571429,26.1153285714286,31.4151714285714,0.0053,2.0455,13.2186,0.886757142857143,0.888742857142857,0.890842857142857,32.7951142857143,53.4947285714286,76.7959857142857,10.5200285714286,6
201441,53,2,20.1980285714286,24.5970428571429,29.6707285714286,3.7522,11.7917,29.1455,0.8874,0.889514285714286,0.891457142857143,42.8248285714286,64.2544714285714,83.7544571428571,9.4727,7
201442,53,1,19.2808714285714,22.7231,26.7090428571429,5.7827,27.5517,77.4628,0.885385714285714,0.887614285714286,0.889542857142857,57.4919428571429,77.1988857142857,94.8901428571429,7.42817142857143,7
201443,53,0,19.0877285714286,22.1819857142857,25.9509571428571,3.7052,27.5534,72.0736,0.884142857142857,0.885942857142857,0.887685714285714,60.7575571428571,79.3210857142857,94.2328857142857,6.86322857142857,7
201444,53,3,18.6379571428571,21.3903428571429,25.0097142857143,2.7223,35.2248,92.9539,0.885628571428571,0.887642857142857,0.889471428571429,66.3571,84.8525428571429,97.0719857142857,6.37175714285714,7
201445,53,2,18.9444,21.8438,25.6941,3.062,26.4601,78.8396,0.886271428571429,0.888171428571429,0.890042857142857,64.3374142857143,82.6181428571429,95.8176714285714,6.7497,7
201446,53,1,17.9204714285714,21.4411,25.7387571428571,4.1818,24.0868,55.7565,0.884714285714286,0.886828571428571,0.888828571428571,61.9128428571429,80.8694285714286,96.4245571428571,7.81828571428571,7
201447,53,3,19.0877857142857,21.8336428571429,25.4829428571429,3.0003,23.6329,79.9456,0.883514285714286,0.885714285714286,0.887571428571429,65.2165,82.4615714285714,95.6444142857143,6.39515714285714,7
201448,53,0,18.8506285714286,22.6181142857143,26.7634428571429,5.5652,20.5678,59.9724,0.8849,0.886814285714286,0.888428571428571,60.2984285714286,79.7037571428571,96.1710571428572,7.91281428571429,7
201449,53,3,19.4762142857143,22.7201714285714,26.6757714285714,9.2498,30.0868,66.6175,0.883171428571429,0.885328571428571,0.886985714285714,65.3396714285714,82.7451571428571,97.1088857142857,7.19955714285714,7
201450,53,2,18.6222285714286,21.8444571428571,25.3251,4.1663,29.7407,78.1804,0.882528571428571,0.884642857142857,0.886385714285714,63.0961857142857,80.5261571428571,95.7927,6.70287142857143,7
201451,53,4,18.5791,22.5847714285714,27.2006285714286,2.9834,13.7044,39.9539,0.885342857142857,0.887428571428571,0.889214285714286,55.5483571428571,76.1080428571429,94.0629,8.62152857142857,7
201452,53,4,19.3239,20.9373714285714,23.643,19.7391,65.094,141.7261,0.882542857142857,0.884571428571429,0.885957142857143,75.1334857142857,88.1758428571429,95.9381428571429,4.3191,7
201501,53,4,18.0344714285714,20.6758857142857,24.2071857142857,16.5331,44.393,91.7824,0.884585714285714,0.8862,0.887671428571429,69.5112714285714,85.7317571428571,96.5289857142857,6.17271428571429,7
201502,53,11,18.7201142857143,20.8365857142857,23.7882428571429,8.0801,31.0274,60.0587,0.884571428571429,0.886528571428571,0.888071428571429,74.6019714285714,87.6878428571429,96.5014714285714,5.06812857142857,7
201503,53,17,18.6442285714286,22.7130285714286,26.9591428571429,1.1618,10.0279,38.1162,0.883985714285714,0.886242857142857,0.888071428571429,56.3300285714286,75.7896857142857,93.9570571428571,8.31491428571429,7
201504,53,7,18.1221285714286,22.3972,26.5927714285714,0.0674,6.3432,22.8244,0.886528571428571,0.888457142857143,0.890285714285714,55.1934285714286,73.1446142857143,89.1244571428572,8.47064285714286,7
201505,53,16,19.6854857142857,23.8652142857143,28.2850142857143,0.4764,3.7489,22.1804,0.885714285714286,0.888242857142857,0.890014285714286,44.4437857142857,65.0581,83.3313142857143,8.59952857142857,6
201506,53,7,18.6426,22.8951857142857,27.2600142857143,2.4688,8.4821,26.0988,0.885985714285714,0.888285714285714,0.889928571428571,51.9869571428571,72.6831857142857,92.6191857142857,8.61741428571429,7
201507,53,9,18.6312571428571,21.9876428571429,25.7859857142857,6.9158,30.0233,76.4676,0.886042857142857,0.8881,0.889828571428571,61.7634571428571,80.7458142857143,95.7253285714286,7.15472857142857,7
201508,53,6,18.9871714285714,22.2376285714286,26.4548714285714,1.5956,20.4686,56.5164,0.885514285714286,0.887728571428571,0.889285714285714,61.1967571428571,80.3729571428571,94.0790428571429,7.4677,7
201509,53,6,18.4216285714286,21.3203857142857,25.1392142857143,3.4268,25.5918,67.4961,0.884657142857143,0.886528571428571,0.888257142857143,66.5742142857143,84.9543428571428,97.5282714285714,6.71758571428571,7
201510,53,8,18.5653285714286,21.1842857142857,24.7596142857143,7.6563,29.8233,88.1099,0.884757142857143,0.886985714285714,0.888671428571429,70.6143285714286,87.2692285714286,98.3913857142857,6.19428571428571,7
201511,53,6,18.7319857142857,21.1002,24.7060714285714,8.6583,36.1624,82.4149,0.885142857142857,0.8871,0.888757142857143,70.9202857142857,87.6952,97.7869857142857,5.97408571428571,7
201512,53,3,18.4985285714286,21.2694142857143,24.9585428571429,4.1815,18.4032,56.5523,0.886642857142857,0.888457142857143,0.890114285714286,66.2827714285714,82.6815857142857,94.0808285714286,6.46001428571429,7
201513,53,3,18.5523428571429,22.7439285714286,27.0481857142857,0.1305,4.4914,19.2112,0.886471428571429,0.8888,0.890657142857143,52.8660428571429,74.8976142857143,94.1658142857143,8.49584285714286,7
201514,53,10,18.2392285714286,21.3773,25.3373142857143,4.2641,16.3891,44.2763,0.886942857142857,0.888714285714286,0.890242857142857,65.8093428571429,82.8948285714286,95.9940428571429,7.09808571428571,7
201515,53,7,17.7669857142857,21.5856571428571,26.0938142857143,0.2289,4.3679,14.4927,0.887628571428571,0.889471428571429,0.891142857142857,56.0819,75.7585,91.0479,8.32682857142857,7
201516,53,6,17.3665,21.6946,26.2862142857143,0,0.5223,2.1352,0.888385714285714,0.889785714285714,0.891285714285714,48.8451285714286,67.8213,84.6448571428571,8.91971428571428,6
201517,53,3,16.5981285714286,21.2402857142857,26.3772428571429,0.0028,0.9071,5.4218,0.888071428571429,0.889757142857143,0.891328571428571,41.8311142857143,64.1292428571429,83.7328428571429,9.77911428571428,3
201518,53,4,17.7478714285714,22.2868285714286,27.2146428571429,0,0.1262,0.5354,0.888385714285714,0.890028571428571,0.891771428571429,43.6243142857143,65.8382,86.7118,9.46677142857143,3
201519,53,8,15.8003428571429,21.0724142857143,26.5855142857143,0,0.0033,0.0114,0.8877,0.889371428571429,0.890914285714286,36.9161142857143,57.1425,77.3516714285714,10.7851714285714,0
201520,53,5,16.7684,20.7710714285714,25.2202857142857,0.1758,1.8677,8.2757,0.887985714285714,0.889385714285714,0.890714285714286,46.4928571428571,66.8959571428571,85.5646142857143,8.45188571428572,6
201521,53,5,15.0448428571429,19.4492571428571,24.1841428571429,0.0003,0.1495,0.6102,0.890242857142857,0.891814285714286,0.893285714285714,39.5906857142857,60.4868714285714,80.2530285714286,9.1393,4
201522,53,3,15.8088,20.7879857142857,25.9832857142857,0,0.0021,0.0058,0.889,0.8905,0.892114285714286,34.5134142857143,53.7128571428571,73.7463714285714,10.1744857142857,0
201523,53,2,16.7959428571429,21.4623428571429,26.3607142857143,0.1225,0.4509,1.1953,0.889557142857143,0.891,0.892671428571429,41.5242,60.8375428571429,80.1857571428571,9.56477142857143,5
201524,53,2,15.2073,19.7093571428571,24.7404,0,0.1257,0.4706,0.890714285714286,0.892385714285714,0.894114285714286,38.1727285714286,58.5402,75.9435571428571,9.5331,3
201525,53,5,14.1994285714286,20.0464285714286,26.2695714285714,0,0.0024,0.0074,0.8897,0.891057142857143,0.892614285714286,31.8798142857143,53.9539428571429,76.9304428571429,12.0701428571429,0
201526,53,7,15.3052428571429,20.6522571428571,26.3529571428571,0,0.019,0.1076,0.8895,0.890985714285714,0.892628571428571,34.8299,57.4469571428571,81.0546428571429,11.0477142857143,2
201527,53,4,14.9594714285714,20.8505142857143,27.4612285714286,0,0.0015,0.0056,0.889642857142857,0.890957142857143,0.892428571428571,28.1247714285714,50.0817571428571,72.2791,12.5017571428571,0
201528,53,5,14.4161428571429,20.0765285714286,25.9114142857143,0,0.0024,0.008,0.889928571428571,0.891471428571428,0.893157142857143,27.4467428571429,47.3175857142857,68.1823285714286,11.4952714285714,0
201529,53,4,15.6376285714286,21.1989,26.8762571428571,0,0.0047,0.011,0.890771428571429,0.892185714285714,0.893728571428571,29.8567285714286,47.9526857142857,67.5968571428571,11.2386285714286,0
201530,53,2,14.8831142857143,19.4863571428571,24.7376714285714,0,0.0775,0.2798,0.890114285714286,0.891928571428571,0.893585714285714,32.9432285714286,52.0391571428571,72.3885428571429,9.85455714285714,4
201531,53,1,16.1098571428571,22.3832714285714,28.9797142857143,0,0.0029,0.0095,0.888957142857143,0.890528571428571,0.892342857142857,25.0853714285714,43.7659428571429,64.2744,12.8698571428571,0
201532,53,1,17.5237571428571,23.6013857142857,29.7258857142857,0,0.0035,0.0099,0.889685714285714,0.891357142857143,0.893085714285714,23.9932285714286,41.9149,61.3492285714286,12.2021285714286,0
201533,53,2,15.4455428571429,21.9357857142857,28.5156,0,0.0016,0.0056,0.888385714285714,0.890085714285714,0.891985714285714,18.8454,33.8533,52.6097,13.0700571428571,0
201534,53,0,17.0683714285714,22.6649857142857,28.5232285714286,0,0.0031,0.0097,0.890557142857143,0.892114285714286,0.893928571428572,23.4839714285714,38.7489142857143,55.5748142857143,11.4548571428571,0
201535,53,0,18.3441142857143,24.3646857142857,30.5010428571429,0,0.0046,0.0138,0.889928571428571,0.891457142857143,0.893242857142857,21.3756428571429,34.7893714285714,50.3641428571429,12.1569285714286,0
201536,53,1,16.8986571428571,23.9592285714286,30.9833,0,0.0032,0.0095,0.888542857142857,0.890357142857143,0.892357142857143,13.9353285714286,26.4793428571429,42.5254142857143,14.0846428571429,0
201537,53,2,19.2934857142857,24.8844,30.2760142857143,0,0.0056,0.0204,0.890185714285714,0.8917,0.893742857142857,21.3822142857143,32.1188428571429,45.4044571428571,10.9825285714286,0
201538,53,0,17.0681,23.4523714285714,29.8953571428571,0,0.0026,0.0061,0.8889,0.890757142857143,0.892828571428572,19.9559285714286,32.5403428571429,49.0212714285714,12.8272571428571,0
201539,53,1,19.0871142857143,24.6725142857143,30.1777,0.0016,0.9044,4.1054,0.888428571428571,0.890442857142857,0.892328571428571,25.3292714285714,41.9499,60.6149285714286,11.0905857142857,4
201540,53,0,18.1713,21.4079,25.9581714285714,2.152,16.6329,53.8484,0.887871428571429,0.889442857142857,0.891314285714286,54.3220428571429,74.8233571428571,89.9589285714286,7.78687142857143,7
201541,53,2,18.9088,22.4848571428571,27.2353428571429,2.7415,29.5782,80.294,0.884471428571429,0.886757142857143,0.888771428571429,58.5996285714286,78.5563857142857,94.3572571428572,8.32654285714286,7
201542,53,0,16.8554571428571,19.1310571428571,22.0306428571429,16.5796,48.9073,104.031,0.8861,0.8876,0.889014285714286,71.0908142857143,84.9365428571429,95.5816714285714,5.17518571428571,7
201543,53,0,17.5209571428571,21.6397,26.5598714285714,0.5168,9.302,40.3993,0.8866,0.888885714285714,0.890714285714286,57.4076285714286,77.3810857142857,94.7476857142857,9.03891428571429,7
201544,53,2,17.9409857142857,21.1947142857143,25.1491,0.7856,7.4378,28.8416,0.8872,0.888928571428571,0.890542857142857,57.2759714285714,74.3638428571429,87.9288428571429,7.20811428571429,6
201545,53,3,16.7057428571429,20.0476142857143,24.1275285714286,3.3296,16.9358,51.0827,0.886657142857143,0.888414285714286,0.8901,57.6350857142857,75.6513428571429,90.7831285714286,7.42178571428571,7
201546,53,2,18.2710428571429,21.8551714285714,25.9325,0.9528,10.2232,32.2827,0.885,0.886857142857143,0.888414285714286,60.4369285714286,77.7203428571429,92.3787,7.66145714285714,7
201547,53,5,18.2633571428571,21.0920714285714,24.6306142857143,5.4074,35.6832,88.1812,0.885614285714286,0.887585714285714,0.889242857142857,70.6550857142857,85.7365428571429,96.9797142857143,6.36725714285714,7
201548,53,9,17.5908,19.9841428571429,22.9294,5.9711,60.1348,159.6262,0.8851,0.886942857142857,0.888428571428571,75.1100428571429,88.5955,97.9409,5.3386,7
201549,53,10,18.3173,21.6926571428571,25.3521857142857,1.8934,25.5479,74.573,0.885057142857143,0.887085714285714,0.8888,58.4864285714286,76.0819714285714,91.3410285714286,7.03488571428571,7
201550,53,5,18.4740714285714,20.4343,23.1552,10.2201,70.1282,195.796,0.884542857142857,0.886228571428571,0.887728571428571,75.7237142857143,88.8461714285714,97.0819857142857,4.68112857142857,7
201551,53,8,18.4519,21.1135714285714,24.5736857142857,7.6634,37.7425,107.6269,0.886942857142857,0.888514285714286,0.889985714285714,67.5504,85.2316,97.5033,6.12178571428571,7
201552,53,13,18.9330857142857,21.9892285714286,26.0509285714286,3.1461,14.5698,42.9086,0.886857142857143,0.889042857142857,0.8907,62.4664714285714,81.2531142857143,94.5401857142857,7.11784285714286,7
201601,53,14,18.4281571428571,20.8741428571429,24.1601571428571,4.4198,31.4029,79.7735,0.885785714285714,0.887614285714286,0.889242857142857,72.2873285714286,86.5471,96.9767714285714,5.732,7
201602,53,26,18.1437857142857,20.5715428571429,23.8142142857143,5.7785,23.3857,67.1092,0.888057142857143,0.889585714285714,0.890942857142857,67.4973,83.3558142857143,94.6906857142857,5.67042857142857,7
201603,53,25,17.7782285714286,21.5154,25.5843428571429,4.5292,21.0952,55.8896,0.886628571428571,0.888771428571429,0.890242857142857,59.6998,79.6683285714286,95.7773714285714,7.80611428571429,7
201604,53,30,18.0213571428571,22.0581142857143,26.3533285714286,1.3328,10.7621,33.2178,0.885885714285714,0.887985714285714,0.889514285714286,57.0038857142857,75.5792428571429,92.5708142857143,8.33197142857143,7
201605,53,37,17.8714857142857,21.4395285714286,25.9775857142857,7.8794,25.1658,71.0731,0.8861,0.888071428571429,0.889642857142857,58.5151285714286,79.9917285714286,95.4023,8.1061,7
201606,53,60,18.1412142857143,22.3109428571429,26.7011571428571,0.9582,8.8459,24.7236,0.886185714285714,0.888171428571429,0.8898,52.8625142857143,71.3793428571429,87.2871,8.55994285714286,7
201607,53,74,17.7118,20.7520428571429,24.7253428571429,2.9764,21.9881,63.9658,0.887628571428571,0.889271428571429,0.890657142857143,65.8678142857143,81.3541285714286,93.2922714285714,7.01354285714286,7
201608,53,65,18.2139857142857,21.9485285714286,26.2896714285714,2.3787,16.2228,56.0137,0.8859,0.888285714285714,0.889957142857143,56.8830714285714,77.0509285714286,93.8385,8.07568571428571,7
201609,53,66,18.3665714285714,23.2711142857143,28.3799857142857,0.0605,0.7604,3.7806,0.886685714285714,0.888557142857143,0.890414285714286,40.5449714285714,62.6613571428571,82.6820428571429,10.0134142857143,5
201610,53,42,18.1774857142857,22.865,27.9517857142857,0.0139,1.5261,6.6393,0.887357142857143,0.889171428571429,0.890885714285714,42.2915,59.9315142857143,76.1140285714286,9.7743,5
201611,53,41,18.4018857142857,21.8242571428571,26.1535142857143,2.8496,35.2491,89.8111,0.887185714285714,0.889185714285714,0.890871428571429,63.3404,83.0885428571429,96.7731285714286,7.75162857142857,7
201612,53,40,17.8666142857143,20.8318,24.4562571428571,11.3396,39.7459,95.451,0.885828571428571,0.887942857142857,0.889828571428571,71.5759285714286,86.8824714285714,98.2823857142857,6.58964285714286,7
201613,53,48,18.6381714285714,23.0584,28.1009714285714,0.0031,1.1045,6.2586,0.888085714285714,0.889785714285714,0.891457142857143,45.6072,68.0176142857143,86.7014142857143,9.4628,5
201614,53,43,18.4681714285714,22.6169428571429,27.6015571428571,0.1171,4.0484,19.8642,0.8872,0.889071428571429,0.890828571428571,51.9009142857143,73.2690714285714,89.6024285714286,9.13338571428571,7
201615,53,39,18.0171857142857,21.8546571428571,26.1886285714286,4.0894,10.3987,28.9802,0.887714285714286,0.889214285714286,0.8908,53.9552,72.8037714285714,88.3003857142857,8.17144285714286,7
201616,53,18,18.2885571428571,22.7754,27.7468142857143,0.0023,0.8407,4.6501,0.887685714285714,0.889185714285714,0.890914285714286,43.6403571428571,64.7253714285714,82.8797714285714,9.45825714285714,5
201617,53,27,18.9308285714286,23.1296,27.8964571428571,0.0222,2.5811,13.4813,0.886928571428571,0.888685714285714,0.8904,48.3561,71.4057428571429,89.6298142857143,8.96562857142857,6
201618,53,21,17.8155857142857,22.0877571428571,26.9645571428571,0.0004,0.2145,0.7436,0.888742857142857,0.8903,0.892157142857143,41.0811428571429,63.6835285714286,82.4478,9.14897142857143,6
201619,53,8,16.4121857142857,21.0059571428571,25.8258428571429,0.0002,0.379,1.4905,0.889114285714286,0.890728571428571,0.8923,41.1850142857143,61.5171428571429,80.7887857142857,9.41365714285714,7
201620,53,9,16.5922285714286,19.3923142857143,23.0449142857143,1.4615,10.1851,32.7134,0.888628571428571,0.890014285714286,0.891571428571429,61.4260428571429,78.9089,91.9756,6.45268571428571,7
201621,53,4,15.7574714285714,19.2024714285714,23.2648285714286,0.0236,1.2016,4.867,0.890471428571429,0.891842857142857,0.893342857142857,57.5125285714286,75.4764,90.4413714285714,7.50735714285714,7
201622,53,9,16.5926285714286,21.2578428571429,26.3435571428571,0.0347,1.2649,7.2752,0.890542857142857,0.891842857142857,0.893371428571428,48.6082285714286,70.6857142857143,89.3595,9.75092857142857,7
201623,53,4,17.1901857142857,21.5591142857143,26.5661857142857,0.0417,0.8781,3.5332,0.889857142857143,0.891385714285714,0.892928571428571,46.6541857142857,68.5336857142857,88.0453857142857,9.376,7
201624,53,1,16.1459,20.4216857142857,25.2239714285714,0.0035,0.3536,1.29,0.890371428571428,0.891742857142857,0.893385714285714,41.1108428571429,61.3651428571429,79.8686285714286,9.07807142857143,6
201625,53,3,17.1562714285714,21.9595,26.9108571428571,0.0003,0.1637,0.6602,0.889371428571429,0.8908,0.892357142857143,39.4049571428571,59.8601428571429,78.7171,9.75458571428571,5
201626,53,3,16.1832714285714,20.4434857142857,25.2256428571429,0,0.0119,0.0821,0.892228571428571,0.893628571428571,0.895114285714286,37.2920714285714,57.7562714285714,76.7162,9.04237142857143,1
201627,53,7,14.5381,19.4212428571429,24.7976857142857,0,0.0062,0.0136,0.890385714285714,0.891842857142857,0.893514285714286,34.9123714285714,53.6684428571429,70.4725857142857,10.2595857142857,0
201628,53,4,15.3617428571429,20.9176285714286,26.5852142857143,0,0.0028,0.0089,0.889085714285714,0.890571428571429,0.891914285714286,32.0828714285714,52.6184,74.9000285714286,11.2234714285714,0
201629,53,2,16.2820428571429,20.8372714285714,25.9148714285714,0,0.0227,0.1112,0.890857142857143,0.892271428571428,0.893928571428572,34.7509142857143,53.2037714285714,70.2709571428571,9.63282857142857,3
201630,53,1,15.8218142857143,21.4652857142857,27.3807,0,0.0057,0.0217,0.891314285714286,0.8928,0.894571428571429,23.3064571428571,39.475,56.7191,11.5588857142857,0
201631,53,2,14.5810428571429,19.7372714285714,25.6336142857143,0,0.0017,0.0061,0.8918,0.893242857142857,0.894942857142857,29.4776,47.4278428571429,65.5543428571429,11.0525714285714,0
201632,53,0,15.0024857142857,20.6623857142857,26.6520285714286,0,0.0018,0.0045,0.8908,0.892328571428571,0.893971428571429,28.2124,45.5174,63.2831857142857,11.6495428571429,0
201633,53,3,15.8977142857143,20.0907571428571,25.1050571428571,0,0.0072,0.0207,0.892471428571429,0.893857142857143,0.895642857142857,28.8859,44.5243714285714,60.4063857142857,9.20734285714286,0
201634,53,2,15.0198428571429,19.3406285714286,23.9392142857143,0,0.2272,0.8282,0.892942857142857,0.894442857142857,0.896171428571429,32.9359,49.3824285714286,69.1360857142857,8.91937142857143,5
201635,53,0,16.6169142857143,22.5337285714286,28.5390142857143,0,0.0391,0.2929,0.890785714285714,0.892428571428571,0.894228571428571,21.0295714285714,35.8670428571429,52.4340142857143,11.9221,1
201636,53,2,16.8270571428571,23.2813714285714,29.7519,0,0.0032,0.0104,0.891542857142857,0.893071428571429,0.894828571428571,19.6411285714286,34.3423,51.6713285714286,12.9248428571429,0
201637,53,6,20.2195428571429,26.2356857142857,31.8489285714286,0,0.0145,0.0535,0.888885714285714,0.890614285714286,0.892414285714286,18.6331571428571,30.1360285714286,45.1792857142857,11.6293857142857,1
